location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.025,2483,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.1,2488,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.25,2493,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.5,2499,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.75,2507,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.9,2515,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,quantile,0.975,2527,COVID-19
DE,00+,2022-06-30,2022-06-02,-28 day ahead inc hosp,mean,NA,2500.60875,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.025,2846,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.1,2853,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.25,2859,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.5,2866,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.75,2875,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.9,2885,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,quantile,0.975,2897.025,COVID-19
DE,00+,2022-06-30,2022-06-03,-27 day ahead inc hosp,mean,NA,2867.8265,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.025,2841,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.1,2848,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.25,2854,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.5,2863,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.75,2874,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.9,2885,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,quantile,0.975,2898,COVID-19
DE,00+,2022-06-30,2022-06-04,-26 day ahead inc hosp,mean,NA,2864.94475,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.025,2893,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.1,2900,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.25,2907,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.5,2916,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.75,2927,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.9,2938,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,quantile,0.975,2954,COVID-19
DE,00+,2022-06-30,2022-06-05,-25 day ahead inc hosp,mean,NA,2918.02675,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.025,2904,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.1,2912,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.25,2919,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.5,2929,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.75,2940,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.9,2951,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,quantile,0.975,2967,COVID-19
DE,00+,2022-06-30,2022-06-06,-24 day ahead inc hosp,mean,NA,2930.522,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.025,2428,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.1,2434,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.25,2442,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.5,2452,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.75,2462,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.9,2474,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,quantile,0.975,2490,COVID-19
DE,00+,2022-06-30,2022-06-07,-23 day ahead inc hosp,mean,NA,2453.28425,COVID-19
DE,00+,2022-06-30,2022-06-08,-22 day ahead inc hosp,quantile,0.025,3001,COVID-19
DE,00+,2022-06-30,2022-06-08,-22 day ahead inc hosp,quantile,0.1,3011,COVID-19
DE,00+,2022-06-30,2022-06-08,-22 day ahead inc hosp,quantile,0.25,3020,COVID-19
